essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
15831,6,The Empire state building faced different stage. They @CAPS1 to make it to be fixed a little bit. Because it was the tallest building at the time and they so @CAPS1 it a more famous.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,35,0.0,F
15832,6,"Based on the expert, the builders had many obstacles that the builders had to face, from attemting to allow the dirigibles to dock on the Empire State Building. One obstacle the builders had to face was the steel frame of the Empire State Building had to be modified and strengthened to accommidate the situation. The builders also had a problem with the wind because ""... the dirigible onto the sharp spires of other buildings in the area, wich would puncture the dirigibles shell.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,82,0.5,D
15833,6,"In the reading comprehension ""The Mooring Mast"" by Marcia Amidon Lüsted, the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock because they wanted to add the mooring mast on the top of the Empire State Building's flat roof and the dirigibles would be able to take the mooring mast up to the top of the building. The architects found out that if they put the mooring mast on the top of the building its gonna bring stress to the building's foundation.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,91,0.25,F
15836,6,"Architects struggled with obstacles as they were constructing the Empire State Building. A @NUM1 ft. dirigible moored at the top of the building, held by a single cable tether, which would add stress to the building's frame. The Architects could not simply drop a mooring mast on top of the building's flat roof. The observation area was to double as the boarding area for dirigible passengers. Once the building had been framed, the roof had to be completed before the framing of the mooring mast could take place. The mast had a skeleton of steel and was clad in stainless steel with glass windows. The mooring mast of the Empire State Building was destined to never fulfill it's purpose, for reasons that should have been apparent before it was ever constructed.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,134,0.25,F
15837,6,"In the excerpt The Mooring Mast by Marcia Amidon Lüsted the builders had obstacles they had to overcome in building the dock for the dirigibles. The builders had to think about how the mast would work. It said in paragraph nine ""the architects could not simply drop a morning mast on top of the @ORGANIZATION1 flat roof. A thousand-foot dirigible moored at the top of the building held by a single cable tether, would add stress to the buildings frame"". The buiders had to modify the building. ""As it said in paragraph ten ""Rather than building a utilitarian mast with out any ornamentation, the architects designed a shinny glass and chrome-nickle stainless steel tower that would be illinated frome inside, with a stepped-back design that imitated the over all shape of the building itself."" The obstacles the builders overcame let them use the mast efectly.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,148,0.25,F
15838,6,"The architects of the Empire State building ran into many problems attempting to allow dirigibles to dock their. One of the main causes was nature. Winds/air current was a big risk. ""Fearing that the wind would blow the dirigible on to the sharp spires of other buildings in the area, which would puncture the dirigibles shall..."" (@CAPS1 @NUM1). This was a problem that no one could fix, no one can controll wind. Another big impact in the bunch of the mooring mast was law. ""The other practical reason why the dirigibles could not moor at the Empire State building was an existing law against airships flying too low over urban areas"" (@CAPS1 @NUM1). This law would make it impossible to ever make it a full use of transportation. These obstacles architects couldn't overcome, and the original idea for the project was soon forgotten.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,145,0.5,D
15839,6,"The builders of the Empire State Building faced some problems allowing the dirigibles to dock there. One of the problems was that they didn't really have landing gear. It was very hard to land a dirigibles on the ground, but in mid air it was almost impossible. Another reason was it was very unsafe. The pilot of the dirigibles would have to land it about @NUM1 feet in the sky and if they messed up they could potentially die. Another reason was that there was a law against airships from from flying low over urban areas. This law made it illegal for people to land it up there. The builders of the Empire State Building faced many problems when trying to make a dock for dirigibles.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,127,0.5,D
15842,6,"Some obstacles the builders faced during the construction of the Empire State Building's mooring mast was that the building was not stable enough to be able to moor an airship. They solved this easily by creating a stronger exoskeleton. Another obstacle that they faced was the high speed winds and being able to get passengers off and on. They never did solve this problem, and so the mooring project was shut down. The obstacles the builders faced were too many and this project soon became impossible to finish and it never was.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,93,0.5,D
15844,6,"The builders of the Empire state building faced a few obstacles during there attempt to allow dirigibles to dock there. One of the obstacles were the structure of the building. A thousand-foot dirigible moored at the top of the building held by a single cable tether. This would add stress to the building's frame. The stress of the dirigible's load and the wind pressure would, ""have to be transmitted all the way to the building's foundation"", which was nearly eleven hundred feet below. The Steel frame of the empire state building would have to be modified and strengthened to accommodate this new Situation.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,107,0.5,D
15847,6,"In the excerpt ""The Mooring Mast"", the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock. For one just letting a thousand foot drigibles land on the top of a building was a huge obstacle.. By having the dirigible on the building held on by one cable tether was bad. So the builder had to work on the steel frame of the building so that the dirigible wouldn't add so much stress to the building. That was a huge obstacles the builders of the Empire State building had to face.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,98,0.5,D
15849,6,Builders faced many obstacles in attempting to allow dirigibles to dock on the Empire State Building. One obstacle was finding a way to terner the end of the blimp without it blowing in the wind or putting the people below in danger. Another obstacle was laws against airships flying too low over urban areas. One final obstacle was the danger of hydrogen dirigibles in general. These obstacles proved far to many to outweigh the practicality of the mooring mast.,2,1,,2,,,,,,,,,,,,,,,,,,,,,,79,0.5,D
15850,6,one of the obstacles that had to face was they had to make it taller because it was sapoosed to be the tallest building. They also had problems with it so they had to keep fixing it.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,37,0.0,F
15851,6,There was one major problem with the dirigibles docking on the Empire State Building. This major problem was that the mooring mast is so high up in the air and downtown New York where The Empire State Building is located is such a crowded area. If something goes wrong it will affect a huge area because New York is such an urban area. It is a good idea but Al Smith did not take all the precautions that he needed to. Because if something does go wrong a lot will go wrong because downtown New York is such a crowded area. Thats the main obstacle that the builders had to overcome with letting dirigibles dock on the mooring mast of the Empire State Building.,2,1,,2,,,,,,,,,,,,,,,,,,,,,,124,0.5,D
15852,6,"The builders of the Empire State Building had many obstacles in attempting to allow dirigibles to dock there. The number one obstacle was safety. The builders thought to themselves, How are we going to safetly land a dirigible thousands of feet above the ground, while its freely floating in midair? Plus when you attempt this you are above crowded New York streets. If there was ever a malfunction or error while docking then thousands of people may lose their lives. Its much easier lending dirigibles in an open field than in mid-air because you have much more room, your planting the dirigible on secure ground, and you can weigh it down so it doesnt move around. Yet landing in open fields is dangerous because on @DATE1 in @LOCATION2, New Jersey the German dirigible Hindenburg was destroyed by a fire. This example shows how that if that were to happen in mid-air over a crowded New York City street or block then many more casualties would have been recorded. These obstacles were real and these are some of the reasons why the idea of landing a dirigible in mid-air slowly went away, because it wasnt the most logical idea.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,201,0.5,D
15860,6,"In the excerpt ""The Mooring Mast"" by @ORGANIZATION2, the builders of the Empire State Building faced some obstacles in attempting to allow dirigibles to dock there.Although this sounded like a great idea and seemed possible at first, it was not. The idea of the mooring mast of the @CAPS1 State Building was neither practical nor safe. In paragraph fourteen, Marcia states why this dirigible idea wasn't so safe. ""The winds on top of the building were constantly shifting due to violent air currents. In the last sentence of paragraph fourteen, the author states another reason the idea wasnt safe nor practical. ""they would be dangling high above pedestrians on the street,""",1,1,,1,,,,,,,,,,,,,,,,,,,,,,113,0.25,F
15862,6,"The builders of the empire state building could not build the moor mast for the dirigibles on top of the building because it is too high and the roof of Empire state building was to flat. Building the mooring mast takes a lot of efforts because they have to care about wind pressure and holding cable on top of the building. They design the @NUM1 floor with glass to make observation area and boarding area for dirigible passengers. However it has a lot of problems the building. At first the helium is flammenble so it is too dangerous and the accident can be worse. They think greatest obstacle to successful use of the mooring mast is nature because winds on top of the building are constantly shifting due to violent air current, so it can pratact from worst accident but it is still not safe.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,145,0.5,D
15865,6,"The builders of the Empire State Building faced many problems when realizing the idea of letting dirigibles dock there. First off @CAPS1 is a major concern many Blimps were filled with Hydrogen which is extremely explosive. Second off the winds at the top of the tower were very strong, making docking terribly difficult if not impossible. Lastly, it was illegal; in New York there was a law forbidding @CAPS2 from flying to low, and to dock on the building it would fly in illegal airspace. The main obstecals the builders faced were @CAPS1 concerns, high winds and the illegality of thier project.",3,1,,2,,,,,,,,,,,,,,,,,,,,,,102,0.5,D
15867,6,"Based on the excerpt ""The Mooring Mast"" by @PERSON1, the builders of the Empire State Building faced obstacles in attempting to allow dirigibles to dock there. Nature itself was one of the greatest obstacles they faced. ""The winds on top of the building were constantly shifting due to violent air currents."" Also the ""Dirigibles moored in open landing fields, could be weighted down in the back with lead weights, but using those at the Empire State Building, where they would be dangling high above pedestrians on the street was neither practical nor safe. Another reason dirigibles could not dock there was because of the law against airships flying too low to urban areas. Overall, the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,132,0.5,D
15868,6,"In the excerpt ""The Mooring Mast"" by @PERSON1 @CAPS1 the obstacles the builders of the Empire State Building face in attempting to allow dirigibles to dock there are in many ways. In my own opinion I think the Empire State Building is familiar to different people but not many knows the purpose to serve a landing spot for dirigibles. For an example ""The greatest reason was one of safety: Most States use hydrogen rather than helium, and hydrogen is highly flammable."" In conclusion that is one way how they faced the obstacles.In another way how the obstacles and builders of the Empire State Building faced to attemting to all dirigibles to dock there is by transportation. In my own opinion transportation allows people to go to one place to another, For an a example ""By the @DATE1's dirigibles were being hailed as the transportation of the future. The quote that I have just stated means that it allows passengers to go places where they want to. In conclusion, those are two examples the describes the obstacles and that allow dirigibles to dock there.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,185,0.25,F
15872,6,"The builders faced a lot of obstacles when building the empire state Building. They had to build it higher than any other building, but make sure its stable at the same time. They also had to make the top of the building perfectly or else the dirigibles would not be able to land. Eventually it was safe enough for the dirigibles to land and the people could get off and take a tour of the top part of the building.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,80,0.25,F
15875,6,"Based on the excerpt, the obstacles the builders of the empire state building faced attempting to allow derigibles to dock there are the stress of the dirigible's load and the wind pressure would have to be transmitted all the way to the buildings foundation which was eleven hundred feet below. But the greatest obstacle was the wind, which would constantly shift, due to violent air currents.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,67,0.5,D
15878,6,"Based on the exerpt, the obsticles the builders of the Empire State Building faced were all for nothing. They spent extra money to restruture things but there was no need. Even if they found some way to get the dirigibles to dock, it was already illegal for aircraft to fly that close to cities.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,54,0.25,F
15881,6,"In the excerpt The Mooring Mast, by Marcia Amidon Lüsted, we are informed of the many obstacles standing in the way of landing a dirigible at the top of the Empire State Building. One obstacle can be found in paragraph @NUM1 it says, ""Most dirigibles from outside of the United States used hydrogen rather than hellium, and hydrogen is highly flammable."" As you can see the use of hydrogen would provide a great hazard to New York City as a dirigible was landing on the top of the building. It is a highly populated spot and could be potentially very dangerous. Another example of an obstacle can be seen in paragraph @NUM2. It stated that ""the greatest obstacle to the successful use of the mooring mast was nature itself."" @CAPS1 to the wind. Lüsted informs us of the terrible hazard of the air currents at the top of the Empire State Building. All in all, many obstacles stood in the way for allowing dirigibles to dock, and in the end that is why it wasn't successful.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,177,0.5,D
15882,6,"The Empire State Building was meant to be great The tallest building in the world. Although they did achieve there goal of height, the true purpose of the building was never used.The building was supposed to serve as a holding dock for these new air Ships called dirigibles. However this was not the case. There were reasons that were apparent before it was ever builtOne of the greatest obstacles was nature itself The winds at the top of the building were too strong for the dirigible to be safetly secure. The back of the ship would swivel around the mooring mast, and trying to weigh it down with bricks was impractical. Another problem that was faced was the law that would make it illegal for a ship to ever tie up to the building or even approach the area. But two ships did try to land. The U.S. Navy dirigible Los Angeles failed in landing because it was too dangerous. In the end, the Empire State Building never served as a station for dirigibles.",3,2,,2,,,,,,,,,,,,,,,,,,,,,,176,0.5,D
15884,6,"The builders of the empire state building had to face alot of obsticles to try to get dirgibles to land there. One of those obsticles was making ""changes to existing Plans for the building's stelfame"". Another thing was nature the winds would not let a blimp land there. But the greatest reason was safety: ""Most dirigables from outside the United States used hydrogen rather than helium, and hydrogen is highly flamable"".",2,2,,2,,,,,,,,,,,,,,,,,,,,,,72,0.5,D
15889,6,"they haD to worry aBoat the. Saftey for the pepole, to keep it still as they DockeD. How they woaD @CAPS1 it anD the posible out comes if something DiD @CAPS2 wrong.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,32,0.25,F
15890,6,"When the builders of the Empire state Building were constructing the mooring mast for the dirigibles, they faced obsticles that could have jeopardized the project. There were two aspects that the builders had to pay extra attention to, structural integrity, and design. Since ""the architects could not simply drop a mooring mast on top of the Building's flat roof,"" The builders had to modify the building's frame. These modifications cost over @MONEY1. The other aspect that posed an obsticle was design. The architect, John Tauranac, described the plan to make the mast ""more than ornamental,"" and ""more than something as mundane as a water tank. So, to fufill the architect's high aspirations, the builders constructed a ""shiny glass and chrome-nickel stainless steel tower that would be illuminated from the inside. This required a lot of extra work for the builders. Dispite the obsticles, the boilders got the job done.",3,1,,2,,,,,,,,,,,,,,,,,,,,,,153,0.5,D
15894,6,"The obstacles the builders of the Empire State Building faced were many. The architects could not simply drop the mooring mast on top of the Empire State Building that was only held by a single cable tether. This would add stress to the buildings frame. To be able to handle the dirigible's load the steel frame of the Empire State building would have to be modified and Strengthened, which was over sixty thosand dollars 'worth. Another obstacle was nature. The winds on top of the building were always shifting which could lead to the back of the ship swiveling around and around the mooring mast.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,106,0.5,D
15904,6,"The obstacles that the builders of The Empire State builduing faced in attempting to allow dirigibles to dock there were they had to allow the dirigibles to anchor there for several hours for refueling or service, and to let passengers on or off. The dirigibles were docked by means of electric Winch, Which hauled in a line from the front of the Ship and then tied it to a mast. The body of the dirigibles Could Swing in the breeze, and yet passengers Could Safely get on and off the dirigible by walking down a gangplank to an open observation platform. They had to go through all these obstacles in order to build The Empire State builduing.",1,0,,1,,,,,,,,,,,,,,,,,,,,,,117,0.25,F
15908,6,"In the excerpt the builders of the Empire State Building had many obsticales to deal with. They had to make sure the dirigiles good go high enough and be safe for passengers to board and get off safely. The builders had to deal with alot.""The architects could not simply drop a mooring mast on top of @ORGANIZATION1 roof."" Because of the buildings hight they were uable to make things work. The dirigible was too much and it added stress to the buildings frame, to unload things it was to difficult the floor it needed to be on was too low.""The as yet unsolved problems of mooring airships to a fixed mast at such a height made it desirable to postpone to a later date the Final the final instalation of the landing gear."" The project was so difficult that they had to quit the task and expand at another time. The workers were devistated.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,156,0.5,D
15911,6,It @CAPS1 like a veryhard test for them because there trying to make an age of transportation with the thoughts of the pioneers. But once the architects designed the mooring mast and made changes for the building skeleton. They have framed the 85th floor the roof had to be completed before the framing.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,53,0.25,F
15912,6,"During 1929 when Al Smith announced that he was going to make a docking port for blimps at the top of the Empire State Building there were many obstacles in the way of the architects building design. Building a dock for blimps at the top of the worlds tallest building is no easy task. They should have realized previous to the project that this was a lost cause, but they tried it anyways.The architects on the project had to devise a plan that would strengthen the main support beams of the building while still being able to control the movements of the back of the dirigibles due to uncontrolable wind conditions. Unfortunatly they never found a way to successfully complete this task and because of that the Empire State Building could never dock blimps. ",1,1,,1,,,,,,,,,,,,,,,,,,,,,,135,0.25,F
15913,6,In the 1930's this would have been a difficult obstacle to face. the idea altogether was doubted by many People. the first @CAPS1 was comparing in height with the chrysler building. and the mooring mast wold have worked in theory but in reality had to many Problems. It was a potentially dangerous attempt.,0,0,,0,,,,,,,,,,,,,,,,,,,,,,54,0.0,F
15917,6,"The architects and builders faced large problems in the construction of the docking platform, even though they had not notice them at first. The builders did not notice any large problem untill after the dirigible Hindenburg crashed in Lakehurst. The building's owners became greatly concerned for the safety of the people inside and below the building if a blimp fell into the same situation as the Hindenburg.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,68,0.25,F
15919,6,"The builders of the Empire State building faced not so many but difficult obstacles. one of the obstacles were the crowded @CAPS1 they had for the dirigible. crowded @CAPS1 can cause the dirigible to hit or bump into another building if not pop the thing. The wind could also make the dirigible sway and hit another building. Another obstacle was the stress the building was having because the dirigible was tied to it. If the wind blew hard, the dirigible would put alot of tension on the building and something could go wrong.",2,4,,2,,,,,,,,,,,,,,,,,,,,,,93,0.5,D
15926,6,Some obstacles the builders faced were too much stress to the buildings frame. It would have to transmit all the weight and pressure all the way to the building's foundation. Also there would only be one cable holding it in place. The cable was called a tether. Another obstacle would be an existing law saying that you cant moor your ship there because you are flying to low. In December 1930 the @ORGANIZATION1 dirigible tried parking there but they were affraid of the wind knocking it into another building. Therefor they went threw a few hard obstacles but in the end they fixed it and made it happen.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,109,0.5,D
15929,6,Diregible Hindenburg was destroyed by fire in @LOCATION1 on @DATE1 The owners of the Empire state building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York        In The MOORING MAST          Dirigibles had a top speed of eighty mile per hour and they could cruise at seventy miles per hour for thousands of miles without needing refueling some were as longht as four blocks in New york city The one obstacle to their expanded us in New york city was the lack of a Suitable landing area,1,1,,1,,,,,,,,,,,,,,,,,,,,,,101,0.25,F
15931,6,"Based on ""The Mooring Mast"" written by Marcia Amidon Lüsted, the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Constructed in the 1930s the Empire State Building was originally built to exceed the height of the Chrysler Building; it was going to stand at a whopping 1,250 feet tall. What added to this building's height was its great mooring mast that stood atop the building Dirigibles, very similar to balloons, were gaining popularity in the aviation world. However, there were many issues that held back the progress of this project. Most of these issues were safety problems. One practical reason why dirigibles could not moor at the Empire State Building was because of an existing law against airships flying too low to urban areas Another reason was the flammibility of these ships. Most of them ran on hydrogen rather than helium. Hydrogen is very flammable and if the ship exploded many civilians and passengers would be killed. In summation, because of safety risks, the mast of the Empire State Building could and was never used for its original purpose.",2,3,,2,,,,,,,,,,,,,,,,,,,,,,190,0.5,D
15934,6,The obstacles that the architects of the Empire State Building faced was harsh. They had to figure out how they were going to get the dirigibles to land on the mooring mast. A another problem was that the government was getting unpaticent. What made thing worse was Al smith was being sneaky and unturful. He lied about how high the actulty hieght is. He lied about how he will fix the problems the was with the mooring mast. They were also afraid that a dirigible will blowup on the mooring mast like the @CAPS1. So they just put it aside and made over time the world's highest soda fountain and tea garden for the use by the sightseers.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,119,0.25,F
15939,6,work face many problems with building docks for dirigibles to land on docks attched to the Empire State building. In paragraph @NUM1 it states that dirigibles disappeared and did become the transportation of the future. The Empire State building Never got to forfill its purposes for dirigibles.,1,0,,1,,,,,,,,,,,,,,,,,,,,,,47,0.25,F
15941,6,"Based on the excerpt, obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there was that the steel frame of the Empire State Building would have to be modified and strengthened to accommodate the mooring mast, and rather than building a utilitarian mast without any ornamentation, the architect designed a shiny glass and chrome-nickel stainless steel tower that would be illuminated from inside, with a stepped-back design that imitated the overall shape of the building itself.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,86,0.25,F
15942,6,"Based on the @CAPS1 ""The Mooring Mast"" by @ORGANIZATION1, The builders of the Empire State building faced many obsticals in attempting to allow dirigibles to dock there. Many obsticals came forth with building the Empire State building with Al Smith constructing the whole building. With Al Smith constructing the whole building, he was determined to outstrip the height. Al Smith secretly constructed a 185 foot spire inside the building, the shocked the media and public by hoisting it up to the top of the Chrysler building. Another obstical that was faced during the building of the Empire State building was the idea of having dirigibles being able to dock at the very top of the building. The idea of having the dirigibles being docked at the top of the Empire State building, the dirigibles would only be held by a single cable tether, which would add amounts of stress to the buildings frame. The greatest obstical that came to building the Empire State building with the idea of docking dirigibles at the top was safety. Most dirigibles from outside the U. S. Used hydrogen rather than helium, & hydrogen is very flammable and if anything to happen it could destroy New York. These are the reasons why the builders of the Empire State building faced my obsticals in the @CAPS1 ""The Mooring Mast"" by @ORGANIZATION1.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,224,0.5,D
15947,6,"Base on the excerpt the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. They not going to do it because it might hit other building or fly into other self. ""Could not get close enough to tie up because of forceful winds."" (@CAPS1 @NUM1 lines @NUM2). That mean it wasn't safe.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,61,0.25,F
15953,6,"There was many different obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. One obstacle faced was to their expanded use in New York City was the lack of a suitable landing area. Another obstacle was that most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable. Those were some of the different obstacles they faced which caused the lack of success.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,78,0.5,D
15954,6,"On December 11, 1929 a man named Al Smith announced he was building the world's tallest building at 1,250 feet This building was the Empire state building in New York, that would be used for a dirigible mooring But, there would be a few obstacles to face, that would cause the dirigible mooring to not successfully be used.Al Smith announced he was building this mooring mast but did not announce potential obstacles the builders of the Empire State Building would face when trying to allow dirigibles to dock there. One of the largest obstacles would be the wind factor, causing the dirigible's back end to sway. Another issue, would be having the foreign dirigibles full of flammable gases to be moored too close to a densely populated area. Also, before any dirigibles could be moored, constructors had to spend extra time and money to make the building much more sturdy, to hold the dirigibles.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,158,0.5,D
15958,6,"In paragraph 6 it said ""New York City was the lack of a suitable Landing space"" Another obstanke in paragraph @NUM1 was the Nature it self the winds was push the dirigible around in the back of it. The other obstakle was in paragraph @NUM2 the existing law against airships flying too low over urban areas. These are the problem that the Empire builders faced",2,2,,2,,,,,,,,,,,,,,,,,,,,,,65,0.5,D
15960,6,"Based on the excerpt, I dont think they should have attempted to allow dirigibles to dock there. According to the excerpt, I think this because something really bad could of happened and something probably has happend, But back then they really had no choice except for balloons.",0,0,,0,,,,,,,,,,,,,,,,,,,,,,47,0.0,F
15961,6,"There were obstacles the builders of the Empire State Building faced in attempting to allow derigibles to dock there. In the excerpt the author states nature is one of the biggest problems for the mast. ""The greatest obstacle to the successful use of the mooring mast was nature itself."" The author explains that the wind on top of the buildings are dangerous for the dirigible. ""The winds on top of the buildings were constantly shifting due to violent air currents"". The author also describes what the dirigible would do as an affect of the wind. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast. Those were obstacles the builders of the Empire State Building faced in attempting to allow derigibles to dock there.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,137,0.5,D
15962,6,"The obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to adopt there was very hard for them. A dirigible having to dock on the Empire State Building is probably not easy. A mooring mast added to the top of the building. Would allow dirigibles to anchor there for several hours for refueling. The obstacles were that Al Smith demanded the builders to make the Empire State Building more tall. Also to make it more ornamental, and to put in like a pyramid at the top. The workers were exhausted. The one obstacle that the builders did was to expand their use in New York City was the lack of a suitable landing area. The other obstacles were that the architects and the builders of the Empire State Building consulted with experts, taking tours of the equipment and mooring operations. The greatest obstacle to the successful use of the mooring mast was by nature itself.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,161,0.5,D
15967,6,"The builders faced several obstacles in attempting to allow dirigibles to dock on the Empire State Building. One of the biggest and hard obstacle to over come is saftey for everyone. The builders had to worry about the safty of the people coming in and out of the dirigible, the people on the near by streets and to the people in the side of the building. Saftey was one of the main reasons why the dock never was completed.Another huge obstacle that faced the builders was nature. This is true because winds at the top of the tall buildings were always changing and this would make it hard to land the dirigible on it. Like the excerpt states in paragraph @NUM1, Dirigibles were weighted down in the back by lead weights and this would cause a problem with pedestrians walking under in the streets.",2,3,,2,,,,,,,,,,,,,,,,,,,,,,145,0.5,D
15968,6,"There are a couple of obstacles the builders of the Empire State building faced in attempting to allow dirigibles to dock there. One of these obstacles is that it would add stress to the building's Frame. For example, in paragraph @NUM1 it says, ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame"". Another obstacle was that the steel would have to be modified. ""The steel of the Empire State building would have to be modified and strengthened to accommodate this new situation."" These are some obstacles the builders of the Empire State Building faced in attempting to alow dirigibles to dock there.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,119,0.5,D
15972,6,"Dirigibles had a top speed of eighty miles. Some were as long as one thousand feet, the same length as four blocks in New York City. So the one obstacle to their expanded use in New York City was the lack of a suitable landing area. Al Smith saw an opportunity for his Empire State Building. He said a mooring mast added to the top of the building would allow dirigibles to anchor there for several hours for refueling or service, and to let passengers off and on. Dirigibles were docked by means of an electric winch, which hauled in a line from the ship and then tied it to a mast so by swinging the body the passengers could safely get on and off.",0,2,,0,,,,,,,,,,,,,,,,,,,,,,125,0.0,F
15976,6,"In the excerpt of the @CAPS1 @CAPS2 by Marcia Amidon Lüsted the builders went through many obstacles in the attempt to allow dringibles dock on the Empire State Building. At first Al Smith wanted this newly designed building to be the tallest one in the world. Now this 1,250 foot building would reach new heights by adding a top hat to the building and allowing drigible to dock there. Passengers to get off and on the blimp, along with the conductor refuling its engine. Although this was a great idea there were many issues that the constructor did not see, This is because the thousand foot dirigible would add stress to the buildings frame. The wind would also add thousands of dollars in damage, to ensure that no damage or harm would be put on the building or residents of New York the steel frame of the Empire State building would have to be strengthened. This cost the city of New York over @MONEY1 in the hopes of putting it on the map for modern travel.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,177,0.5,D
15979,6,"the obstecles the builders faced was many of them. one of the things they faced was that they dident No if they wanted to build the tower in the first place. And the other reason were ""most dirigibles from outside of the United States use hydrogen rather then helium. And hydrogen is highly flammable. And one of the greater obstacles was mooring mast was nature its self.",1,2,,2,,,,,,,,,,,,,,,,,,,,,,67,0.5,D
15984,6,"In the excerpt written by Marcia Amidon Lüsted, she describes the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. In the excerpt the author told the readers that after building the Empire State Building the builders had to reconstruct the entire building having to make is stronger to support the top. ""The steel frame of the Empire State Building would have to be modified and strengthened to accomodate this new situation"" (paragraph @NUM1). The workers of the building also had to be working at a height of 1,250 feet. They not only had to rebuild the foundation and strength of the building, but also the top. ""Two months after the workers celebrated framing the entire building, they were back to raise an American flag again - this time at the top of the frame for the mooring mast."" These are just some of the many hardships the workers had to face.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,160,0.5,D
15985,6,"Obstacles the builders haded to face with the empire state building was that they did not had the enough technology to land a dirigible on the mooring mast. February 1931 @CAPS1 clavan of the building's architectural office said ""The as yet unsolved problems of mooring airships to a fixed mast at such a heigh made it desirable to postpone to a later date the final installation of the landing gear""     After @CAPS1 clavan said that the using of the dirigibles had dissappeared. by the late 1930s, the dirigibles had been given away to Airplanes. Also builder haded to construct electric winch and gang plank the electric winch is hauled in a line from the front of the ship and then tied to the mast, and gang plank to a open observation plataform.     ",1,0,,1,,,,,,,,,,,,,,,,,,,,,,133,0.25,F
15986,6,"It was once said ""were there is a will there is a way"". How ever they didn't include the part about the obstacles you will have to go through. For instance how the was a will & way for the docking of dirigibles on the Empire state building, the architects just didn't work out all the possible problems of their idea. Like the fact that only American dirigibles used helium instead of hydrogen. Also that the wind currents have a stronger force that high up in the air than to regular life level. Also the un-ideal place they were trying to use. They should've taken heed to the businessman's slogan ""@CAPS1, @CAPS1, @CAPS1.""",1,2,,2,,,,,,,,,,,,,,,,,,,,,,117,0.5,D
