essay_id,essay,output_1,output_2,answer_counts_1,answer_counts_2,argmax_match,human_grade,output,answer_counts,entropy
1177,"I agree that computers have a bad effect on people because they will spend less time exercising. To much time on the computer takes away knowledge and takes away time with family and friends. So, please listen up so I @MONTH1 explain why I feel this way. My first reason to this situation is people will spend less time exercising which can lead to drowsiness or laziness if you stop exercising. Another reason is that it can affect your ability to run or even stand up because @PERSON1 says that, ""people who exercise a lot will be able to do work but if you don't you won't be able to do nothing."" @CAPS1 of all you'll miss out on the fun while you are to be to lazy to come. My second reason to this situation is that it takes away knowledge. For one you might forget what you learned. Seconds toturing @MONTH1 be needed because you couldn't focus. @CAPS1 you @MONTH1 even forget the people you know even where you live if you spend to much time on the computer. @CAPS1 reason to this situation is that it takes time away from your family and friends.",D,D,{'D': 10},{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
3878,"There should not be a certain kinds of books in the library. Books should not be tooken off the shelf just because some people find them offensive. Do not get the book, other people might like it, its just for entertainment.     If you do not like the book do not have to get the book. While looking for a book if there is one that does not seem right just look past. It will not even be a bother. There is a lot of books in the library, just find a different book instead of just focusing on that one book. There will always be many more books there to look at. If there is a bad book just go to a different section in the library. There is going to be more good books for a person than bad books.     If other people would like the book then the library will not take the book off of the shelves. It @MONTH1 be offensive to some people but there will be some other people in the world that likes that same book. Some people go to the library just to see them kind of books. Certain people like certain types of books, maybe it was not the right section for a person to be in. The book could be a interesting book all there is to do is try it. If anything the reader might even like the book and check it out.     The books are there for entertainment. Thats why they have so much different sections and selections to choose from. If an adult does not like a kid book because its giving the kid the wrong idea then do not get the book for the kid. A different parent might come in and think that the book will be great for their child though.      Books should be sat out on the shelf for anybody that goes to the library. The librarians will not take books off the shelf for one persons opinion. When  all they have to do is do not get the book, think that others might like it, or remember they are there for the readers entertainment.",D,C,"{'D': 5, 'C': 5}",{'C': 10},False,D,C,"{'A': 0.0, 'B': 0.0, 'C': 0.75, 'D': 0.25, 'F': 0.0}",0.8113
466,"Computers have a good effect on people because they can teach people hand eye coordinating events in history and about other cultures and they are a great way to relax and just have fun. Computers teach hand eye coordinator by training your hand to go where your brain tells it to and where your eyes show it. Hand eye coordination is very important. It can help people drives it decreases reaction time and it can help people write more neatly. If it can help a driver turn his wheel faster or hit his break I think that hand eye coordination could help that driver stay out of an accident. Think of a climber trying to grab a on a mountain. He would be able to see it, grab it, and himself up quicker than before. Most people don't know things like how many soldiers were on @CAPS1 @CAPS2 or how many countries there are in the world. The internet is a great place to find out about history world other things you wan't to know A lot of americans don't know @LOCATION2 history alone world history. You can google anything you want from when the @CAPS3 @CAPS4 ended to when the @LOCATION1 collapsed in @DATE1. You can also learn either interesting and useful things like food recipes the contents in paints. Or you could just be keeping up with the need on yahoo.com. Computers are a lot of fun. You can talk with friends, listen to music, play games or do all three at the same time. That's just scratching the you miss your favorite show @TIME1? There are hundreds of websites that will let you watch it for free. Did you want to hear your favorite bands new album? You can listen to it legally and free on youtube.com playlist.com and many more websites. Between learning about other cultures and just having fun, the computer can be a great for interactive with friends and family improve hand eye coordination or learn something new.",C,C,"{'C': 6, 'B': 4}","{'C': 5, 'B': 5}",True,B,C,"{'A': 0.0, 'B': 0.45, 'C': 0.55, 'D': 0.0, 'F': 0.0}",0.9928
4611,"What if one day you took a trip to the library, and you came across a book that was offensive? Would you ask for it to be taken off the shelf or just ignore it? Every year tons of @CAPS1 visit libraries in search of a good book, threw act of observations and personal appeal. Everyone has a different choose in the types of books they'd like to read, with that comes offensive and non-offensive material.     Being a teen i've had some experience visiting the library where things come across as offensive to me more easily than others but like many i choose to ignore it. Reasons for ignoring it are rather simple, everyone has different takes on things in which they've gathered since birth as we'll as personal life experiences. Because, everyone has different life experiences comes different views on what offends them or not. Personal experiences i've had in the library are from race seeing books that relate to the days of slavery @MONTH1 be offensive to me. But, a book on the black panther organization maybe offensive to someone else. So, does that mean it should be taken down off the shelf because it is offensive to both people?     Books have diffent tones weither its on life, politics, or worldly issues that make different people feel different ways. I've observed plenty of times where someone feels uplifted from reading a book. Where someone else reads the same thing and feels terrible. Take a magazine for instance, one reader could look like that beautiful women in that magazine and feel great about themselves. While maybe an overweight reader could read the same magazine and feel like there not beautiful or self worthy as the women in the magazine. That overweight women could feel offended, while the other women feels amazing, because of that simple reason it shouldn't be taken off the shelves due to different views of what offends them and what doesn't.     Everyone reads books due to there liking and what relates to them. If a book, magazine, or movie comes across as offensive then that reader probably won't pick it up to find out more about it. When i come across material in a library that is offensive to me i won't read it. Although i have picked up books that didn't come across as offensive, but after reading the material come to find out it was offensive. In response i simply returned the book and chose another one.     If i walked into a library and saw a book that was offensive to me i wouldn't ask for it to be taken off the shelf i would simply ignore it. Everyone has different views on what offense them so there's not much you can do except just ignore it. If the case was that if a book were to offend someone and it was taken out of a library due to just that there would be no real need for a library",B,B,"{'C': 3, 'B': 7}","{'B': 7, 'C': 3}",True,D,B,"{'A': 0.0, 'B': 0.7, 'C': 0.3, 'D': 0.0, 'F': 0.0}",0.8813
1297,"Dear @CAPS1-republican, @CAPS2 do benifit society in a positive way, but they also have a negative affect. Computers allow people to chat/voice chat/video chat with family members in other countries that would be very expensive or impossible over the phone. They also provide learning experiences with many resources at your finger tips. One posotive affect of computers is that they allow you to connect with people around the world. Programs like skype and allow you to video/voice/ chat to people around the world at no cost. Doing such the phone would be very expensive. It gives you the opportunity to see family members you rarely see. Another positive effect of using computers is the resource and information provides too you. The internet has just about every piece of information possible. Doing a research paper go to wikipedia and topics you'l find information. The internet can prove to be helpful. The @CAPS2 offers you many good mind/puzzle games that you could not ordinarily do. There are alot ;of good things on the internet. Many things that help get your mind flowing. Cant afford the newspaper? Read articles and stories right on the internet. The last reason I believe @CAPS2 have a positive affect on people is because it replace. Many people, instead of going to the @CAPS3 will go to the @CAPS2. No matter what are you doing, you are usually doing more on the @CAPS2 than on the @ORGANIZATION1. That is why I think computers make a posotive affect on people. Computers are sure to be our future. You can play games, voice/video chat and even read the newspaper.",B,B,"{'C': 4, 'B': 6}","{'C': 4, 'B': 6}",True,C,B,"{'A': 0.0, 'B': 0.6, 'C': 0.4, 'D': 0.0, 'F': 0.0}",0.971
1780,"Dear Newspaper I think that computers were one @ORGANIZATION1 the best things ever created. They allow you to talk to people in far away places, help you learn about career and education choises, and you are able to learn about many subjects. Computers are here to help society not hurt it so why shouldn'y we use them? With @CAPS5 we can talk to people around the world or in space @CAPS2 that matter. You might not know it hut all @ORGANIZATION1 the communications in the world need a @CAPS5. There not the kind anyone could go out and but though. There satalites, the orbit the planet from space, @PERSON1, a proffesor at @ORGANIZATION1, told students at @ORGANIZATION3 that, ""A lot @ORGANIZATION1 every day items, such as rars and phones, all use some kind @ORGANIZATION1 @CAPS5."" @CAPS1 computers let people communicate with each other. In addition to letting people communicate they help millions @ORGANIZATION1 people make educational and career choises. Most kids that go to college don't know a lot @ORGANIZATION1 colleges out there. When my sister was picking what college she wanted to go to she didn't know which one to choose. She sat down and looked up hundred @ORGANIZATION1 schools. after narrowing it down she had made her decision she had picked @ORGANIZATION4, a @ORGANIZATION3 she had never even heard @ORGANIZATION1 a couple months ago. People are in this type @ORGANIZATION1 situation all the time at @ORGANIZATION2 a survey was taken by all the students to see what they wanted their career to be, @CAPS2 the rest @ORGANIZATION1 the week students got to experience diffrent carrer options. @PERCENT1 @ORGANIZATION1 the students picked a different carrer after that one week. Have you ever heard the old aget ""@CAPS3 is power""? well its true and computers are a great source @ORGANIZATION1 @CAPS3. they have many different subjects math, science, history language and much much more. people should be using this @CAPS3 at the @CAPS4 francisco national debate @PERSON2. Said that ""@CAPS5 are a great tool when used properly this includes looking up new places math. and even comunicating these are what computers should be used @CAPS2 not unhealthy games. You can learn about many new places with a @CAPS5. In @NUM1 grade my teacher had everyone do areport on a country me and my friend found this place we had both never heard @ORGANIZATION1. with the @CAPS5 we found onts @ORGANIZATION1 information on it such us its main income, exports, resorts, and fun activities. After reading all the facts surely one would agree that a @CAPS5 is a great tool that should be used. It lots people communicate, helps in educational decisions, and you can learn many subjects such as math, science, and language. I strongly believe that all people should use a @CAPS5.",C,B,"{'B': 3, 'C': 7}","{'C': 4, 'B': 6}",False,B,C,"{'A': 0.0, 'B': 0.45, 'C': 0.55, 'D': 0.0, 'F': 0.0}",0.9928
657,"The use of computers is great for everyone. Using a computer can help you learn about different people from around the world. Also you can have the ability to talk to people. With a computer you can also learn about places all over the @LOCATION1 and the world. With a computer everyone can learn about people all over. If you were going on a vacation to somewhere in @LOCATION2 you could learn about what those people do. Also you can see what people your age do for a living. If you had to do a project for school about a place outside of the @LOCATION1 the computer would help a lot. You can search what thet wear and what holdays those people celebrate. Learning about people will help you make friends to. if a foreign exchange person comes to your school you can search about their culture and talk to than about it. While using a computer you can also talk to people. With the use of @CAPS1 or A.I.M you can talk to your friends easily. You can ask them what homework you had if you weren't in dschool. You can also become better well friends with people you didn't know that wll, by saying hello, or how was your day. You can also email. If you meet someone you made friends with on vacation you can email them. You can also go to websites where you can talk to people in other countris. If you have a webcamyou can even video chat, and ask them questions about their country, or what they like. Also you can videochat with all yor friends to. Using a computer you can learn about places arounf the world. If you were going to a place ypu didn't know, you could look up the amazing resraurants, you could also look up fun things to do with the family. If you needed to do a projecct you can look up what the weather is like, and what the people do. if you wanted to help out a country that just had an earthquake or hurricane you could look up what you could do to help that country. Those three reasons are why compujters are essential to people. You can learn about different people, talk to your friends, and you can search and learn about different places arounf the world.",B,B,"{'B': 9, 'C': 1}","{'B': 9, 'C': 1}",True,B,B,"{'A': 0.0, 'B': 0.9, 'C': 0.1, 'D': 0.0, 'F': 0.0}",0.469
560,"Dear @CAPS1 Newspaper, @CAPS2 though computers have many benefits, they also have many faults too. I believe that computers and the tecnology these days have many more negative features that positive. Some of those faults are it's bad for your eyes, don't spend as much time with family and excersising and the usage of going outside is less often used. Yeah, I get it that computers are very useful but they also kill your eyesight. If you haven't notested more and more kids have been getting glasses and contacts, due to the use of staring at a screen @CAPS2 day. I know more than @NUM1 kids that have glasses now, I also know that over @NUM2 parents I know now have glasses for the same exact reason. Using these computers is great for looking up your homeowrk, but if you stay on it for over an hour or @NUM3 a day you'll probibly become addicted to it and eventually you'd loose your eyesight. The usual time a kid spends on their laptop a night is about @NUM3 or @NUM5 hours and the time they spend with their family is maby an hour if the parent are lucky. Personally, I feel tecnollogy is the reason parents and kids are less connected. @CAPS2 the kids go on the computer is go on @CAPS3 or @CAPS4 and talk to friends that they see eceryday, so I don't find their friend, mostly the girls but why not just talk to them in school since you see them for @NUM6 hours everyday. The use of technology is being abused! the computers were invented for knoledge not scandeious ""webchats"" or ""@CAPS4 pages."" The world would be so much happier and mentally fit if we stuck to original idea of tecnology. Now kids don't even take a faststep outside their bedroom afterschool, its pointless! Most people even eat in their room so they can talk to people. So thats taking the parents time away from their kids. Now that you have read what I had to say about tecnology now a days, wouldn't you agree that it just takes time away from your actual life? I think it does and hope that you agree with me. ",C,C,"{'C': 8, 'D': 2}","{'C': 8, 'D': 2}",True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 0.8, 'D': 0.2, 'F': 0.0}",0.7219
3860,"Don't you hate when you come across a book that you wish was never written? I'm sure we all come to that point in our lives, constant readers, or not. Like a qoute i once read, 'All of us can think of a book that we hope none of children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf then you also have exactly the same right and so does everone else. And then we have no books left on the shelf for any of us.'                         - Katherine Paterson, Author     If you ask me, I think there should be a certain autority to these books. Maybe if we could make a petition and have at least @NUM1 people sign it then the book could be removed. All of this goes for music, movies, magazines, even bibles in librarys.      I'm not saying we should make a law that says if one person dosen't like something then no body should have the right to have it. But as a public if enough people all agree we shouldn't have something then maybe its best that we dont. We all worry about our children, having to keep a constant eye on them making sure there not getting into something there not supposed to be in. Same goes with books and movies, even music and magazines nowadays, and for certain people, even bibles.     Now dont get me wrong, I'm sure we all know that when a child goes to a library and trys to check out an 'inapropriate' book then the checkout counter will deny the child and take the book. But just think for a minute here, That doesnt meen the child cant go into the library find a book and just read it there. Theres also the senario where, mind me it @MONTH1 not be your child but with todays crime records then this is very probable, the child could grab a book, magazine, even a film and just steal it.     In the long run there are many things we can do to prevent things like this from happening. There could be an adult section of the library, not just for '@CAPS1' rated books or films but just a place where we can keep all the books we dont think children should be reading. Still we should definately have the option to petition off books we don't think our children should be reading. Think what you will but this is my opinion of library censorship, hopefully its yours now too.",D,C,"{'D': 7, 'C': 3}","{'C': 9, 'D': 1}",False,D,C,"{'A': 0.0, 'B': 0.0, 'C': 0.6, 'D': 0.4, 'F': 0.0}",0.971
3953,"'@CAPS1 are you reading' asked mom. I immediatley hid the book behind my back, knowing she wouldn't like the idea of me reading such an in depth book. Some parent don't like for their kids to read some content. If it's not okay at home it shouldn't be okay at school. There is some subjects that maybe we shouldn't but we do because our parents say no. Removing said subjects will remove the chance of disobeying or parents, and coping behavor from book.                There are books, movies, magazines and music that is 'cool', but not all that appropriate. Some movies and music use offensive language and actions that some kids pick up on and refelct actors, actresses and artists. Soon they start making a name for themselves by using such language or actions and eventually becomes known as the bad kid. Students such as myself are inferior to being popular or noticed, so they feel the need to do things to become noticed. Most things students model after are the things they see, hear, or watch, such as the media.      It is wise to set censors in the libraries, for students. Though some students don't nessicearily want censorship in libraries, it is only for their best intrest to remove materials that are offensive. It will make students including myself better people by not learning of the things we hear about or watch. I think by using censorship it will help student to make the decison at home to to become involved in such thing.      I have noticed that students often watch how movie stars and famous people act, if they are a fan or the famous person then they are more likey to model after them and do the thing they do. Lets say I was a fan of @PERSON1 and I read that she stole something. Being a fan of her I would either find someone else to model after or do as she does because it cool. If I did the things @PERSON2 done my parents would most likely kill me, and if I got luck somehow and they didn't then I would go to jail for sure.      So  in conclusion, I think censorship is important in libraires because it insures the well being of students and protects them form things they odn't need to be part of. I would respect the idea of censory in my school becaus eI would know it is only there to help me. I hope that all students see that it is important not to be subject to violence, sex, drugs, drama, through movies, music, magazines, or book",C,C,{'C': 10},{'C': 10},True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
452,"Should there be computers in are society. Yes, there should computer are good things and are good help. I can give you @NUM1 good reasons why. Paying bills, facebook, and research. This is why computers are good. My first reason why computers are good is because people need to pay bills its easier to pay your bills online then to do all the paper work, and it makes it faster for people and computers are really good for them thats why we need computers. My second reason why we need computers is because people have facebook. And thats a good way to talk to friends, and get new friends and its fun to have facebook and just interact with people and why computers are good in society. My thrid reason why we should have computers in are society is because research and need to get info from and an computer is really good help for that, there great help for research like an specific topic the computer has all that. In conclusion having computers is really good because of paying your bills, facebook, and research, so people need computers so I told you all good things about computers can you tell me yours!!",D,D,"{'D': 9, 'C': 1}",{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.95, 'F': 0.0}",0.2864
474,Do you like going on the computer? Well after you read this I don't thing you would want to. I know that the population of @ORGANIZATION1 uses the computer. If your on the computer for @NUM1 hr. yo can damiges your eye and you would have to were glass and you don't want that soemtimes it's hart to stay off of them. The internet can be for alot for things like to talk to your friends and family. And to play games. the computer is for to about diferent things one thing you can learn is the presidents other thing is your family history. Now you know what the computer can do to you. Only use computer or @NUM2 or @NUM3 mins. That is what I would do.,F,F,"{'F': 5, 'D': 5}","{'F': 7, 'D': 3}",True,D,F,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.4, 'F': 0.6}",0.971
567,"Dear @ORGANIZATION1, I think that computers can be a good thing and a bed thing for many resons. First i think it's good because it can help school work like to do a research and for other things that you might have to do for school. A secound reson on why computers are helpful is because it teaches hand-eye coordination. It also can have people talk to their family member from a other country through a web-cam. All their computers can be realy helpful they can also be bad for your health and family. I agree that it can give less time exercising, instead of being on the computer you can go to the park or walk your and many other things then just bring on the comuter all day. It can also distroy your interacting with family and and friend if you stay in the house all the time useing the computers and your family and friends want to spend some time with you and your just on the camper. @ORGANIZATION1 @ORGANIZATION1 @ORGANIZATION1 newspaper wher the reasons why i think computers can be a good thing and a bed thing. I mostly think that computers are a good thing because if we didn't have computers we wouldnt have most of the things we now have in the world if it wasn't for computers. That's why i think computers can be more helpful just depending on the way you use it and how much you use it. Those were the opinions i had on computers.",C,C,{'C': 10},{'C': 10},True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
3965,"Dear @CAPS1,                    To @CAPS2 Or @CAPS3 To @CAPS2     @CAPS5 it wrong to ban a book?  It has come to my notice that this @CAPS5 exactly what our library has just thought about doing to any books, music, movies, magazines, etc. that any person finds offensive.  To this I disagree.  The world @CAPS5 a better place to live, when everyone has a level playing field.  Some information @CAPS5 sensitive, but that same information should never be blocked completely for nothing more than just the @CAPS6 itself. Our country @CAPS5 based on a freedom of press and speech, to deny that @CAPS5 to deny our livelihood as a country.  To solve a situation as this, we must all create a type of checks and balances system to keep the information out there, but also protecting it from younger ones until the time @CAPS5 right from a guardian's viewpoint.         Our country has many problems, but a few of them are @CAPS3 the core values that are upheld in the @CAPS6.  In the @CAPS6 it @CAPS5 stated that we have the freedom of press and speech.  This means that we can publish anything, no matter the inappropriateness of the matter.  This also protects any reader from being denied the right to have information at their fingertips.  There was just an example of this, inside the @LOCATION1,when a local library had to allow any person wanting to look up porn on library computers because of the laws stated in the @CAPS6.  However much some @MONTH1 dislike the thought of this much freedom, we cannot ban works purely based on the discretion of some.     The world @CAPS5 a contantly changing place, with almost nothing a given constant.  This @CAPS5 the exact same for information of all types.  No one can say what will or won't be accepted in our society in the future.  At this moment many sexual subjects are quite offensive to many and are viewed unacceptable to the younger generation.  The only problem with this @CAPS5 the ease at which this type of information can be gotten.  The internet @CAPS5 the very place where so much information passes through, be it good or bad.  To block all of this information just can't be done, but to restrict it @CAPS5 our only hope.     To to create such a restriction, our library can needs to have a type of checks and balances sytem that could allow those with orderly consent or those of age to get a hold of these types of works. Those of age @NUM1 or older could easily be allowed into sections containing these works, but those under @NUM1 would have to have a guardian's consent before allowed in these sections.  A perfect example of this would be off of '@CAPS10 @CAPS11 and The @CAPS12 of @CAPS13' when @CAPS10 @CAPS5 @CAPS3 allowed in the restricted section of the library unless he has a signed pass from a teacher.  That type of protection would still allow the works to be released to the public, but still keeping the younger generation from having any freedom to look at inappropriate items for their age.     As humans we crave information, whether it be via watching, listening, or reading.  To block any part of this experience @CAPS5 to block our full potential.  Many things are offensive, but then again much of life @CAPS5 offensive.  Our founding fathers knew this and took it with them while writing the @CAPS6, and now we have a @CAPS6 that protects all our information.  This @CAPS5 a very good thing, but some things need to be upheld from those too young to understand the meaning of them.  We need to protect our freedoms, but also protect our children.  To do this we must create a program that allows those that want view what they want, and those that are too young view what they are allowed by their guardians.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
1577,"Dear @CAPS1 @CAPS2, @CAPS3 people haved used a computer to learn new things such as cultures. Computers effect people in so @CAPS3 positive ways. They changed the way people think and how they look at the world. Experts even say how computers change the way they act at home and in the public. @CAPS6 also helps speical learn how to read and spell. A lot of people have used computers to learn different cultures. Which has helped are society in @CAPS3 ways. By edcuting youth so they don't make mistakes such as racial ways. Computers helped people learn things besides racial ways in the past but also about there own culture. Which has been proven by @ORGANIZATION1 news. People state that computers have made citizens lose there daily exercis. But people don't only use the computer to study they also use @CAPS6 to find different @CAPS4 different diets and ways to strech there body so they won't hurt themselfs, less than @PERCENT1 studied that the computer diets and different if themselfs to in The @CAPS5 times has said, ""The computer not only help our fitness, but also help stay in know our @CAPS6 keeps our world by one little click. And @CAPS6 gets there in less then a minute. So as you can see computers haved changed not on society but also the world. Thats how big of an impact @CAPS6 has had.",D,D,"{'C': 2, 'D': 8}","{'D': 9, 'C': 1}",True,C,D,"{'A': 0.0, 'B': 0.0, 'C': 0.15, 'D': 0.85, 'F': 0.0}",0.6098
1461,"I would agree because computers do help people with other things like vacations sights, jobs, presents and shoping. So many uses for the computer. But creators of the computer are worried that people are spending to much time on the computer. Mainly its about conserners and users, most of those people complain that their having no time with their family and friends. You never know if the users are looking up vacation trips for both friends and familys. The things that conserners dont get is that the computer can teach you alot of things, history, mathmatics, science experiments and many more. Computers are also used in schools to help students with their work, even teachers use the computer for grades. It is true about people not going outside geting some fresh air or even taking a walk in the park. They cant keep themselfs on the computer for like @NUM1 hours, its just crazy. So i would go with both sides. Its just better to enjoy life then just look up things that you dont really need to. You should only need to go on like paying bills, and furneture for your house. Thats why the computer was invented.",D,D,{'D': 10},"{'D': 8, 'C': 2}",True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.9, 'F': 0.0}",0.469
1077,"Dear @ORGANIZATION1 have effects on people and there lifes. Cause alot of people as in children spend there time after school plan games, myspace, facebook and there e-mail address. Instead of going on computers. I think that children and adults should go-out and have good time theres not a problem with going on the computer once and awhile but if you spend all days on a computer then thats pretty bad. Adults shouldnt let there children spend all day on a computer and adults shouldn't eather because it went help you life. Computers could mess your life up by choices you make and pictures you put up and things you write up there such as if you have a myspace or facebook and you put bad pictures up in you furture when you want a good job they could just look back at that and say look at this I don't want this person working for me. and there you go messing up your furture. instead of going on the computer all the time you could go outside do sports to keep your body health and go out in the world and learn new things or even plan trips to go on with your family walk around and stuff like the instead of going on the computer's and putting your self at risk of looseing job or messing up your future. You shouldn't let computer's mess your life up because if you do then your life want be the same children could mess there life up because things they wrote or pictures they put up witch other kids could see and be mean to them and talk about them fot the rest of there school year or things could lead to a fight over one little word you said or picture you put up because you thought it was cute. Sex offenders are on computers and some people don't even no it intill they get tookin away or killed. Parents don't always no when there is sex offender around or online talking to you or your children trying to go meet up with them. They also could put fake pictures up to try to get you to speak to them or to get you to meet them some where so they could take you. so you shouldn't let the computers get to you.",D,D,{'D': 10},{'D': 10},True,C,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
498,"To whom @CAPS5 @MONTH1 concern at @CAPS1 @CAPS2 @CAPS3, @CAPS4 @CAPS5's possible, imagine a world @CAPS7 computers, @CAPS1 drivers are bumping around and having difficulty watching the wheel and the road, phone bills are throughh the roof because of the whole world having no other way of communicating, and students are home worried sick that they don't have a book to study with. Computers affect all of these areas of our lives. They teach hand-eye coordination, allows us to communicate with others dozens of ways, and let students learn and stay up-dated from their very own home. Computers must stay a fundamental part of our every day. To begin, computers must remain in our community because they teach even young children hand-eye coordination. In a recent report the @ORGANIZATION2 states that in the past five years; the number of driving students who pass on their first try has almost doubled. The video games, the computer mice, and even typing the brain at a young age to work in sync with the body's arms, finger and other apend ages, ""@CAPS5's not only on the road where hand-eye counts."" says @PERSON1, head of surgery at @ORGANIZATION1 hospital. ""@CAPS6 finding that younger doctors, ones that grew up on video and computer games, can form robotics surgery with much more presision than our older atendings."" @CAPS7 the coordination we aquire from the computer many jobs @MONTH1 be out of reach, too. When saked, @NUM1 out of @NUM2 managers of local business said they would have someone who could type, over someone who couldn't. So, though you @MONTH1 think computers teach no they can coordination for the rest of a persons life. Secondly, computers should be part of homes because they allow people to communicate with others world. In a @DATE1 poll, only @PERCENT1 of @NUM3 years old had, but a recent poll says that @PERCENT2 now have e-pals. Computer have opened to communicate e-mail, @CAPS8, social networking sites, just to name a few! Parenting @CAPS9 says that parents prefer there teens to e-mail trends or @CAPS8 as aposed to talk on the phone because @CAPS5 quiets the house, the phonelines for others and keeps phone bill low. My friend once only talked online for a month and her parents encourage her because the phone decreased by a third, @CAPS5's clear that even though you @MONTH1 feel that computers take up time that could be spent with others, @CAPS5's actually a way to communicate with people everywhere. Finaly, computers can help students learn. In todays schools, students depend on homework being posted online, and getting their books over the web. Once, my brother didn't take home his book-bag for a week, and got all online. We was greatful for the strain off his back. When asked @PERCENT3 of @NUM4 graders say they use e-books at least twice a week. the internet also is a valuable research tool. @NUM5 out of @NUM2 highschoolers say they use a book for researh less than once a month. As you can see, the internet is a valuable learning tool. In conclusion, computers help as with coordination, communication and education. Computers have nothing but positive effects on people on society as a whole.",B,B,"{'B': 9, 'C': 1}","{'B': 9, 'C': 1}",True,A,B,"{'A': 0.0, 'B': 0.9, 'C': 0.1, 'D': 0.0, 'F': 0.0}",0.469
3682,"For as long as people can remember books have been banned for various reasons. Whether it be a time of war or a religious restriction, it is always viewed as a negative thing and therefore should be no different today. Though it @MONTH1 be a bit less extreme, books or content such as movies, music, or magazines should not be removed from library shelves based on someone else's opinion. It is a right to be able to obtain the information theses materials offer. No material should ever be removed from a public library based on censorship.     Some @MONTH1 argue that certain material @MONTH1 be offensive to other groups of people, but who is it to judge how another feels.  Material is written or made to show the feelings of the author and how they want thier feelings or knowledge portrayed. The author is merely taking advantage of their freedom of speech. It is at the responsibility of the public to how they use the information they receive. It is still a piece of history and was recorded for a reason.      Religion is always a hot point when it comes to censorship, but is that not in our constitution. Freedom of religion includes how we interpret and study our religions. Most have holy books and writings. Many express their religion by means of music and culture. It is a right for the public to be able to access this material.     There are some rare situations when restrictions @MONTH1 need to be upheld but merely based on age. This however doesn't restrict the public, but offers parents the right to censor what information their children are able to get ahold of. An age limit on specific types of material could be added in the cases of sexual content, vulgar images, or distrubing content unsuitable for children. This way information is never censored completely.     It is never right to tell people what they can or can not know. It is a part of the very structure of our country to allow all information to be shared freely. Censorhip of these materials is not and never will be the answer. Although, age restrictions @MONTH1 be an answer for younger citizens these materials aren't taken away from the public. Whatever it @MONTH1 be called, book banning or censorship, it is a negative thing and should not be a part of our public library systems.",A,A,"{'A': 8, 'B': 2}","{'B': 2, 'A': 8}",True,C,A,"{'A': 0.8, 'B': 0.2, 'C': 0.0, 'D': 0.0, 'F': 0.0}",0.7219
3792,"I believe that if something is found offense to someone then it dosent mean its offense to someone else. In libraries there are books, music, movies, magazines, etc, some of these different type of things @MONTH1 come across as offesnse to some but others @MONTH1 enjoy it. Therefore it shouldnt be taken away from those who enjoy reading or listening to these things.          Some things such as adult novels and explict music are things people consider to be offensive. But what they dont understand is that some people actually enjoy listening or reading this material so taking it away from them is not right. Everyone should be able to have different likes in these areas. Everyone is not the same.     If you attend a library you should be able to find something that fits your style or sparks your intrest. If the things that people like are being taken away then its not giving them a wide variety of things they enjoy doing. Its more likely closing them out on things they like because other people dont like it or find it offensive.     Lastly, those that think that these things are offensive are entitled to there opinion. But so are those that believe that these things are good. There should remain a variety of different books, music, and other things that appeal to all types of personalities.     Everyone has a right to say weither they dont like something. But what you dont like someone else does. So to take away things that other people enjoy is unjust.",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
