essay_id,prompt,prob_dist,raw_response,entropy,kl_divergence
762,"Computers. They are an amazing marvel of science that greatly benefits man-kind today. But computers can be good or bad depending on how you use them. Homework can be made easier, connecting with others is easier, and entertainment like @CAPS1 and video games are a click away. On the otherhand, Computers can be distracting, addicting, and tiring. It is important to know the pros and cons of computers. For example, the search engine, @ORGANIZATION1, is an easy to use website that can be very helpful. If there is a concept or problem that you are having trouble with, just type it into @ORGANIZATION1 and links to websites pop up that will help answer anything that you would like to know. There is also a website called @LOCATION1. This website is an all purpose dictinary, @CAPS2, encyclopedia and translator. I even have an application for it on my cellphone. But technology can also be distracting. Social networking websites, like facebook, games websites like @CAPS3, and also websites like @CAPS4 can be very tempting and distracting when you should be doing homework. Procrasination is very easy to give into. But self control is the only way to avoid this problem. Budgeting your time so that you can do both your homework, and go on the computer is also very important. One thing that I find very useful on computers is an online textbook. We are lucky enough today that most large books can be formated onto a computer. Instead of carrying a @NUM1-pound text book, you can just use a @NUM1 megabyte book on the internet. This makes travel to and from school much easier. That, and textbooks often use up a lot of desk space, but all you nneed is the space that a computer will consume anyway. Studying is also made easier this way. All of the things that a computer can do are great. But this can also keep us from going outside, excersising, and seing real people in real life. This need for the computer can be bad. We are too connected as a society. Our status, feelings, friends, and position in life are always needing to be updated. Distractions are everywhere. Facebook, for instance, is very addicting. You are looking at a virtual landsacape. Self control really is the only way to get off the computer and step into the real world. Overall, computers are great, but you have to know when, and how long to use it. It has several benefits such as entertainment, communication, and information. But all of these things can be just as distracting as they can be helpful. Knowing this. I hope that society can think of the pros and cons of the computer.","[{'A': 15.0, 'B': 65.0, 'C': 15.0, 'D': 5.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}, {'A': 15.0, 'B': 65.0, 'C': 15.0, 'D': 5.0, 'F': 0.0}]","['A: 15\nB: 65\nC: 15\nD: 5\nF: 0', 'A: 10\nB: 60\nC: 25\nD: 5\nF: 0', 'A: 15\nB: 65\nC: 15\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
9114,"The author concludes the Winter Hibiscus with that paragraph to show the narrator realizes that even though shes in a new country, some things are still the same. So she becomes determined to pass the test. For example, the narrator said, she realized that many of the things that she had thought of are strange before had become, through the quick repetition of season upon season familiar to her now.  This quote shows that the narrator has realized that even though aspects of how life has changed, some things remain same. This also shows that some things like the test were strange to her but now that she is familiar with it she could pass it. The narrator also said, Saeng did not dare look at her mother in her eyes. This quote shows that the narrator was disappointed with herself for not passing the test. This means that the test was very important to her with the  of pressure to pass, and of a new is ready to pass the test. But shell be more prepared. The theme of this story could be seen things discourage you. The narrator has gone through recently many but in the seasons.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
19412,Patience is when your understanding and tolerant. Also a person that experiences difficulties without complaining. A time when I was patient was when my baby sister was born. I was patient then because I had to wait until she was born and then I could become a big sister. My little sister was supposed to be born on @DATE1 twenty second. That day my mom wasnt even breaking a sweat. I thought she would be ready to go and get her bags(which she packed the night before) and ready to have the baby. I most certainly was. One week and two days later my mom went into labor and was ready to have my little sister. I was patient for those nine days of waiting. I waited patiently in the waiting room with my dad and big brother until the nurse came out and said we could come inside of the room. When I saw my baby sisters face I almost started to cry. I knew I was going to love her and she was going to be just as patient as I was.,"[{'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 80.0, 'F': 15.0}, {'A': 5.0, 'B': 15.0, 'C': 40.0, 'D': 30.0, 'F': 10.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}]","['A: 0\nB: 0\nC: 5\nD: 80\nF: 15', 'A: 5\nB: 15\nC: 40\nD: 30\nF: 10', 'A: 0\nB: 5\nC: 45\nD: 40\nF: 10']","[np.float64(nan), np.float64(-463.51612202118827), np.float64(nan)]","[np.float64(nan), np.float64(806.2978684004602), np.float64(nan)]"
16178,"It is clear that there were problems in trying to dock dirigibles on the Empire state Building. The first reason's that, the law against flying airships to low over the Empire State Building made it hard to do so. Next is that the thoughtes in being unsafe because some dirigibles use hydrogen instead of helium and hydrogen is flammable A big reason is when the german dirigible got destryed by fire in Lakehurst, New Jersey, the owners of the Empire State Building then realized how much more worse the accident could have been if it had happened on such a densely populated area suched as downtown New York City. The last reason was the thought that they would use lead weights to hold the dirigibles down, but they realized that it wasn't practical nor was it safe. It was clear that there were problems in the docking of dirigibles on the Empire State building; but it is probably a much safer choice for both the residents/citizens of New York and all of the people who ever work(ed) on it such as architects, engineers and the aviation pioners.","[{'A': 0.0, 'B': 5.0, 'C': 75.0, 'D': 20.0, 'F': 0.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}]","['A: 0\nB: 5\nC: 75\nD: 20\nF: 0', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
18640,"@CAPS2 was a dark saddanly night we went to go pick up some subway for my family. Boom, a struck of lightning  @CAPS1 every thing went dark. The manger came out every body be calme she and use navy blue flash lights we couldnât get to our car because @CAPS2 was raining & thundering so hard we were scared we were going  get shocked. So we waited growl, whent my tummy.âIâm hungryâ so me and my grandmother asked can we still get our subs made because we have light. The manger said âokayâ. She told the worker to get back to work. @NUM1 min later the manger started passing out subs chips, soda, and cookies @CAPS2 was @NUM2 pm. We all ate drank I felt asleep. We all woke up the next morning sun shing lights on. So we all walked out to our cars smelling like break & meat. That was the best patient day of my life.","[{'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 30.0, 'F': 65.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 30.0, 'F': 65.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}]","['A: 0\nB: 0\nC: 5\nD: 30\nF: 65', 'A: 0\nB: 0\nC: 5\nD: 30\nF: 65', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
10508,"The author concluded the story with the paragraph because it shows that everything and everyone can make it through a tough time. This paragraph acts as a final positive message to readers. The text say, when they come back... I will take that test again. This quote shows that Saeng can see herself as one of the geese or the budding hibiscus plants. She knows that her winter is her test and that when she is ready, shell be able to take the test again and be successful. The budding of the hibiscus represents the time when shell be prepared to take the test. Though she is having a tough tine now, she'll be able to get through it and make another attempt. This paragraph is at the end because it brings together the purpose of the hibiscus. Without saying this, the readers would have never gotten this message, instead, they would believe that the role of the hibiscus was to serve as a connection to Saengs past. In conclusion, this positive paragraph was included to show readers that everyone can balance back from a bad situation.","[{'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}]","['A: 10\nB: 60\nC: 25\nD: 5\nF: 0', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
15774,"In the excerpt from The Mooring Mast by @ORGANIZATION2 builders must faced many obstacles in the attempt to allow the dirigibles to dock on the Empire State Building. In paragraph @NUM1 of the excerpt it states, ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame."" The stress of the wind and dirigible's weight would have to be transmitted to the foundation of the building, about eleven hundred feet below. In paragraph @NUM2 of the excerpt it states, ""most dirigibles... used hydrogen rather than helium, and the hydrogen is highly flammable."" If another disaster happened like the Hindenburg (which was destroyed by fire) in an area heavily populated like New York, above a large building with many people, it would be a thousand times worse. The winds above the Empire State Building were constantly changing because of violent air currents. This left the designers to deal with the problem of a dirigible swinging around the mooring mast. In the excerpt from The Mooring Mast by Marcia Amidon @ORGANIZATION2 the builders faced so many obstacles that they eventually abandoned the project.","[{'A': 0.0, 'B': 10.0, 'C': 40.0, 'D': 40.0, 'F': 10.0}, {'A': 5.0, 'B': 15.0, 'C': 40.0, 'D': 30.0, 'F': 10.0}, {'A': 5.0, 'B': 15.0, 'C': 40.0, 'D': 30.0, 'F': 10.0}]","['A: 0\nB: 10\nC: 40\nD: 40\nF: 10', 'A: 5\nB: 15\nC: 40\nD: 30\nF: 10', 'A: 5\nB: 15\nC: 40\nD: 30\nF: 10']","[np.float64(nan), np.float64(-463.51612202118827), np.float64(-463.51612202118827)]","[np.float64(nan), np.float64(174.02935775125695), np.float64(174.02935775125695)]"
3298,"Many people base their actions on their own views. What @MONTH1 appear to be justified in their minds, due to their beliefs, might cause an uproar from others. One instance of this: media censorship. It happens every day, every place. Someone can take it upon them selves to ,in their mind, 'make the piece better for @CAPS8 viewing'. In reality, though, they are really ruining the experience of the media for everyone else and even impeading on the rights granted to us by the constitiution: @CAPS1 of the @CAPS2.                First up, books in the library. Everytime I go to the library and pick up some books, there is always one book with the 'bad parts' marked out. Someone had found these words offensive and decided that no one should have to see or read them. To me, it was irritating. I don't always like those words either, but having them marked out is distracting from the page and , for me, ruins the author's voice and style of writing, hence impairing what I draw from the book. Some marked-out words aren't always offensive to others, either. Simply put, if you find the book offensive, don't read it. Others @MONTH1 enjoy it, whether they share your views or @CAPS7.           People also take the liberty of simply removing whole pieces of media from shelves just because they find it offensive. If everyone removed anything they didn't like, or found offensive, there would be nothing left in the world for anyone to enjoy. We, as @LOCATION1 citizens, have the right to make our own choices, and our choices should @CAPS7 be limited by the views of certain individuals. That means that if I want to read or view something, it should be available to me, so I @MONTH1 learn and expand my views, even if it makes someone else uncomfortable.           With nearly every disputable form of media that comes out, people harangue the producers and say the piece should have never been made. Wrong. Producers and authors can publish whatever they would like. It's called @CAPS1 of the @CAPS2, and it is a right garunteed to us, as @CAPS5 citizens, under the @CAPS6. And learly, if pieces like that are being produced, people read it. Plain and simple. You might @CAPS7, but maybe a neighbor, or even a relative, @MONTH1 @CAPS7 be offended by it and might read it. Supply and demand. If everyone found it offensive, no one would buy or read it, and because of that, it would no longer be produced. You would get your way. But, no. Some people do read it and it is produced. Again, if you don't like it, don't read it.          People should @CAPS7 take it upon themselves to censor what others can and can't do, see, or read. If someone wants to read a story that has 'bad words' in it, so be it. Others should @CAPS7 ruin the experience by marking the words out. @CAPS7 only is it rude and ruining the experience for the reader, but it is also destroying someone else's property. If someone wants to view something that is against a certain religion, so be it. They have the right and no one can take that right away from them. In my opinion, censorship in libraries, whether by government, or other civilians, should @CAPS7 be allowed. We citizens are allowed the right to make our own choices and in @CAPS8 libraries, the @CAPS8 should be allowed to read or watch whatever they want. Choice is one of the prinicples of the constitution, and it should be protected, @CAPS7 limited","[{'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}, {'A': 30.0, 'B': 40.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}]","['A: 10\nB: 60\nC: 25\nD: 5\nF: 0', 'A: 30\nB: 40\nC: 20\nD: 10\nF: 0', 'A: 10\nB: 60\nC: 25\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
426,"Dear, @CAPS1 of the @ORGANIZATION1 @CAPS2 has come to my concern that many people are debating on whether computers benefit our society or not. Some people think computers are the lives of many people, but I have to disagree with those who say that. I think that computers benefits our society in there ways, they bring people together, they offer many websites to research a topic, and they let people shop at home. One way that computers help us is that they bring people together by using the internet. Many families do not live close to other relatives, making hard to see them. But with the internet, people can use social networking sites such as facebook or myspace to keep in touch with one another. Distant relatives can talk and share picture with one another to keep in touch. Also, the internet can help bring couple together and potentially lead to marriages. How @MONTH1 times have you seen those @CAPS3 harmony commercial that claim to have brought two singles together to make a happy couple? Another way that computers help today's society is that they offer many places to conduct research on a certain topic. There are so many search engines on the internet that lead you to numerous websites to help you find out what you need to know. Also, researching a topic on the computer is so much easier compared to going to the library and reading books. When using books, to research a topic, you need to find the right book, read the whole thing or at least most of @CAPS2, and find what you're looking for. But with the internet, you just type in what you're looking for, click, and go. Lastly, computers let you shop online and lead to a better shopping experience. By shopping online, you skip the long lines at retail stores which means less time walking to get your product. For example, many people rush to stores early in the @TIME1 for huge sales on ""@CAPS4 @DATE1."" A person could be left waiting in line for hours to get a product. Why wait outside for so long when you could just buy the product in the comfort of your own home and get the product delivered right to your house? Also, many websites offer special deals for shopping online so you can even money. In conclusion, I think that computers benefit our society in three ways, they bring people together, they offer many websites to research a topic, and they let people shop at home. A world without computers would be so much different than the world we live in today.","[{'A': 60.0, 'B': 30.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 5.0, 'B': 60.0, 'C': 30.0, 'D': 5.0, 'F': 0.0}, {'A': 40.0, 'B': 45.0, 'C': 10.0, 'D': 5.0, 'F': 0.0}]","['A: 60\nB: 30\nC: 10\nD: 0\nF: 0', 'A: 5\nB: 60\nC: 30\nD: 5\nF: 0', 'A: 40\nB: 45\nC: 10\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
4324,"I think that any book or movie should have some warning sighns apon it, to insure that all peaople know what they are going to experience before reading or seeing anything. sSome movies or books read or watched, should have an age limit too. Some of the things people find offensive, other people @MONTH1 not and if taken all of the stuff out of movies or books @MONTH1 cause people not to go see or read as much movies or books.      In alot of music some things might be offensive, but if you don't apriciate what they say in the song then dont listen to that group. There are some rap artist that say some things people might not like but, you dont have to listen to them there are alot more bands and diffrent kinds of music to choose from. It would b hard taken stuff out of movies and music like that because it might take alot of what the people want to see.     In magazines alot of people including i like hearing the trooth about celebrities and interesting facts about people and movies, that alot of people @MONTH1 not know. If parents dont like there children reading those kinds of books have them go buy a set that they will enjoy haveing there kids read.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
